order_id,customer_id,order_date,order_value,category,city
O01075,C0488,2025-01-17,623.63,Beverages,Hyderabad
O01076,C0488,2025-02-21,725.7,Dairy & Eggs,Hyderabad
O01077,C0488,2025-03-07,451.41,Packaged Grocery,Hyderabad
O01078,C0488,2025-02-09,529.93,Packaged Grocery,Hyderabad
O01079,C0488,2025-01-14,525.96,Staples,Hyderabad
O01080,C0489,2025-02-28,640.51,Fruits & Vegetables,Bangalore
O01081,C0489,2025-03-30,293.32,Beverages,Bangalore
O01082,C0489,2025-03-06,628.46,Beverages,Bangalore
O01083,C0489,2025-01-27,369.94,Staples,Bangalore
O01084,C0490,2025-04-06,689.47,Dairy & Eggs,Bangalore
O01085,C0490,2025-02-16,694.63,Fruits & Vegetables,Bangalore
O01086,C0490,2025-03-15,522.37,Dairy & Eggs,Bangalore
O01087,C0490,2025-03-01,609.17,Bakery,Bangalore
O01088,C0491,2025-02-12,509.86,Fruits & Vegetables,Hyderabad
O01089,C0491,2025-01-10,880.74,Dairy & Eggs,Hyderabad
O01090,C0491,2025-01-28,562.4,Staples,Hyderabad
O01091,C0491,2024-12-21,580.62,Beverages,Hyderabad
O01092,C0491,2025-03-14,651.47,Beverages,Hyderabad
O01093,C0491,2025-02-12,777.54,Staples,Hyderabad
O01094,C0492,2025-02-02,608.45,Fruits & Vegetables,Bangalore
O01095,C0492,2025-04-06,662.43,Bakery,Bangalore
O01096,C0492,2025-03-12,630.04,Staples,Bangalore
O01097,C0492,2025-03-07,513.51,Fruits & Vegetables,Bangalore
O01098,C0492,2025-01-22,624.91,Staples,Bangalore
O01099,C0492,2025-04-18,712.44,Staples,Bangalore
O01100,C0493,2025-03-12,625.74,Bakery,Hyderabad
O01101,C0493,2024-12-18,884.8,Bakery,Hyderabad
O01102,C0493,2025-02-02,654.41,Beverages,Hyderabad
O01103,C0493,2025-04-03,582.18,Beverages,Hyderabad
O01104,C0493,2025-04-07,470.64,Fruits & Vegetables,Hyderabad
O01105,C0494,2025-01-05,415.36,Bakery,Hyderabad
O01106,C0494,2025-02-03,496.25,Bakery,Hyderabad
O01107,C0494,2025-01-08,584.62,Bakery,Hyderabad
O01108,C0494,2025-01-19,689.23,Bakery,Hyderabad
O01109,C0494,2024-12-23,555.84,Fruits & Vegetables,Hyderabad
O01110,C0495,2025-02-01,600.36,Staples,Hyderabad
O01111,C0495,2025-03-25,497.81,Packaged Grocery,Hyderabad
O01112,C0495,2025-03-02,719.04,Fruits & Vegetables,Hyderabad
O01113,C0495,2025-01-24,540.03,Packaged Grocery,Hyderabad
O01114,C0495,2025-03-23,551.89,Staples,Hyderabad
O01115,C0496,2024-12-23,625.24,Dairy & Eggs,Hyderabad
O01116,C0496,2024-12-28,673.82,Beverages,Hyderabad
O01117,C0496,2025-03-18,661.45,Dairy & Eggs,Hyderabad
O01118,C0496,2025-02-17,761.25,Staples,Hyderabad
O01119,C0496,2025-03-27,588.49,Packaged Grocery,Hyderabad
O01120,C0496,2025-03-26,668.94,Dairy & Eggs,Hyderabad
O01121,C0496,2025-03-27,696.15,Packaged Grocery,Hyderabad
O01122,C0497,2025-01-01,843.98,Bakery,Bangalore
O01123,C0497,2025-02-09,721.88,Fruits & Vegetables,Bangalore
O01124,C0497,2025-01-21,768.31,Bakery,Bangalore
O01125,C0497,2025-03-12,343.71,Beverages,Bangalore
O01126,C0498,2024-12-30,432.12,Packaged Grocery,Hyderabad
O01127,C0498,2025-02-17,663.52,Beverages,Hyderabad
O01128,C0498,2025-03-16,766.12,Bakery,Hyderabad
O01129,C0498,2025-03-23,580.07,Beverages,Hyderabad
O01130,C0498,2025-01-08,517.13,Bakery,Hyderabad
O01131,C0498,2025-02-18,608.68,Packaged Grocery,Hyderabad
O01132,C0498,2025-03-01,568.57,Staples,Hyderabad
O01133,C0499,2025-03-13,552.68,Staples,Bangalore
O01134,C0499,2025-04-21,662.33,Beverages,Bangalore
O01135,C0499,2025-04-10,586.13,Packaged Grocery,Bangalore
O01136,C0499,2025-03-07,509.34,Beverages,Bangalore
O01137,C0499,2025-03-20,519.44,Dairy & Eggs,Bangalore
O01138,C0499,2025-03-19,417.3,Packaged Grocery,Bangalore
O01139,C0499,2025-03-30,609.61,Bakery,Bangalore
O01140,C0500,2025-01-05,677.57,Bakery,Hyderabad
O01141,C0500,2025-03-20,431.22,Beverages,Hyderabad
O01142,C0500,2025-01-27,627.59,Dairy & Eggs,Hyderabad
O01143,C0500,2025-01-10,657.06,Dairy & Eggs,Hyderabad
O01144,C0501,2025-04-08,640.78,Bakery,Hyderabad
O01145,C0501,2025-01-13,393.08,Fruits & Vegetables,Hyderabad
O01146,C0501,2025-04-04,523.19,Staples,Hyderabad
O01147,C0501,2025-02-19,610.53,Beverages,Hyderabad
O01148,C0501,2025-01-24,524.39,Packaged Grocery,Hyderabad
O01149,C0501,2025-02-14,706.92,Beverages,Hyderabad
O01150,C0502,2025-01-12,621.75,Packaged Grocery,Bangalore
O01151,C0502,2025-02-25,608.64,Staples,Bangalore
O01152,C0502,2025-03-15,534.22,Packaged Grocery,Bangalore
O01153,C0502,2025-03-11,482.1,Packaged Grocery,Bangalore
O01154,C0502,2025-03-13,697.88,Fruits & Vegetables,Bangalore
O01155,C0502,2025-03-05,754.54,Beverages,Bangalore
O01156,C0503,2025-01-27,535.99,Packaged Grocery,Bangalore
O01157,C0503,2025-03-06,520.11,Packaged Grocery,Bangalore
O01158,C0503,2025-01-24,373.26,Bakery,Bangalore
O01159,C0503,2024-12-28,566.41,Fruits & Vegetables,Bangalore
O01160,C0503,2025-03-03,478.77,Dairy & Eggs,Bangalore
O01161,C0503,2024-12-30,492.25,Dairy & Eggs,Bangalore
O01162,C0503,2025-01-29,618.62,Staples,Bangalore
O01163,C0504,2025-04-08,522.24,Staples,Hyderabad
O01164,C0504,2025-03-22,666.58,Staples,Hyderabad
O01165,C0504,2025-03-25,485.05,Bakery,Hyderabad
O01166,C0504,2025-01-19,505.98,Packaged Grocery,Hyderabad
O01167,C0505,2025-01-24,784.42,Dairy & Eggs,Hyderabad
O01168,C0505,2025-02-02,577.95,Staples,Hyderabad
O01169,C0505,2025-04-17,778.05,Dairy & Eggs,Hyderabad
O01170,C0505,2025-04-06,537.08,Bakery,Hyderabad
O01171,C0505,2025-02-16,612.41,Fruits & Vegetables,Hyderabad
O01172,C0505,2025-04-24,599.18,Fruits & Vegetables,Hyderabad
O01173,C0505,2025-04-14,435.05,Packaged Grocery,Hyderabad
O01174,C0506,2025-03-27,373.53,Dairy & Eggs,Bangalore
O01175,C0506,2025-01-21,544.11,Dairy & Eggs,Bangalore
O01176,C0506,2025-02-17,744.54,Dairy & Eggs,Bangalore
O01177,C0506,2025-04-22,690.01,Packaged Grocery,Bangalore
O01178,C0507,2025-02-06,718.84,Dairy & Eggs,Hyderabad
O01179,C0507,2025-01-17,519.77,Beverages,Hyderabad
O01180,C0507,2025-03-25,468.48,Staples,Hyderabad
O01181,C0507,2025-01-25,508.41,Beverages,Hyderabad
O01182,C0507,2025-02-20,410.44,Packaged Grocery,Hyderabad
O01183,C0507,2024-12-21,554.82,Packaged Grocery,Hyderabad
O01184,C0508,2025-03-10,631.45,Bakery,Hyderabad
O01185,C0508,2025-03-23,589.76,Beverages,Hyderabad
O01186,C0508,2025-01-11,594.5,Dairy & Eggs,Hyderabad
O01187,C0508,2025-03-12,546.0,Staples,Hyderabad
O01188,C0508,2024-12-28,724.58,Bakery,Hyderabad
O01189,C0508,2025-01-19,563.91,Bakery,Hyderabad
O01190,C0509,2025-01-15,695.96,Bakery,Hyderabad
O01191,C0509,2025-01-04,585.26,Beverages,Hyderabad
O01192,C0509,2025-03-02,523.45,Staples,Hyderabad
O01193,C0509,2025-02-03,624.0,Bakery,Hyderabad
O01194,C0509,2025-01-10,512.33,Bakery,Hyderabad
O01195,C0509,2025-02-05,644.87,Dairy & Eggs,Hyderabad
O01196,C0510,2025-03-04,461.22,Dairy & Eggs,Hyderabad
O01197,C0510,2025-01-06,639.12,Fruits & Vegetables,Hyderabad
O01198,C0510,2025-02-03,607.13,Bakery,Hyderabad
O01199,C0510,2025-02-05,401.81,Bakery,Hyderabad
O01200,C0510,2025-04-01,634.49,Packaged Grocery,Hyderabad
O01201,C0511,2025-04-14,625.56,Packaged Grocery,Bangalore
O01202,C0511,2025-03-24,671.13,Fruits & Vegetables,Bangalore
O01203,C0511,2025-03-29,671.17,Fruits & Vegetables,Bangalore
O01204,C0511,2025-04-08,663.62,Bakery,Bangalore
O01205,C0511,2025-03-19,587.76,Bakery,Bangalore
O01206,C0511,2025-03-11,373.04,Packaged Grocery,Bangalore
O01207,C0511,2025-04-17,628.06,Dairy & Eggs,Bangalore
O01208,C0512,2025-03-30,534.41,Dairy & Eggs,Bangalore
O01209,C0512,2024-12-29,700.35,Fruits & Vegetables,Bangalore
O01210,C0512,2025-04-07,394.35,Staples,Bangalore
O01211,C0512,2025-03-22,335.82,Dairy & Eggs,Bangalore
O01212,C0512,2025-01-18,795.83,Fruits & Vegetables,Bangalore
O01213,C0512,2025-03-28,380.17,Beverages,Bangalore
O01214,C0513,2025-01-26,853.22,Dairy & Eggs,Bangalore
O01215,C0513,2025-02-02,512.07,Staples,Bangalore
O01216,C0513,2025-04-18,574.98,Fruits & Vegetables,Bangalore
O01217,C0513,2025-03-22,428.52,Bakery,Bangalore
O01218,C0513,2025-02-01,545.75,Fruits & Vegetables,Bangalore
O01219,C0513,2025-01-03,688.16,Staples,Bangalore
O01220,C0514,2025-04-08,707.57,Packaged Grocery,Bangalore
O01221,C0514,2025-02-14,734.66,Fruits & Vegetables,Bangalore
O01222,C0514,2025-04-24,724.6,Beverages,Bangalore
O01223,C0514,2025-01-19,513.34,Dairy & Eggs,Bangalore
O01224,C0514,2025-03-13,409.3,Fruits & Vegetables,Bangalore
O01225,C0514,2025-03-29,608.79,Beverages,Bangalore
O01226,C0515,2025-04-22,537.3,Beverages,Hyderabad
O01227,C0515,2025-01-18,634.68,Fruits & Vegetables,Hyderabad
O01228,C0515,2025-04-13,475.57,Beverages,Hyderabad
O01229,C0515,2025-01-19,587.99,Staples,Hyderabad
O01230,C0515,2025-01-23,434.72,Staples,Hyderabad
O01231,C0515,2025-04-05,787.21,Fruits & Vegetables,Hyderabad
O01232,C0516,2025-02-26,490.01,Staples,Hyderabad
O01233,C0516,2025-03-04,440.09,Bakery,Hyderabad
O01234,C0516,2025-04-05,525.59,Beverages,Hyderabad
O01235,C0516,2025-04-06,477.83,Bakery,Hyderabad
O01236,C0516,2025-03-25,551.28,Beverages,Hyderabad
O01237,C0517,2025-03-14,554.52,Beverages,Bangalore
O01238,C0517,2025-03-01,381.03,Beverages,Bangalore
O01239,C0517,2025-02-27,639.06,Staples,Bangalore
O01240,C0517,2025-03-24,703.73,Packaged Grocery,Bangalore
O01241,C0518,2025-04-10,498.64,Bakery,Bangalore
O01242,C0518,2025-03-25,454.79,Beverages,Bangalore
O01243,C0518,2025-01-21,428.06,Beverages,Bangalore
O01244,C0518,2025-03-13,582.34,Packaged Grocery,Bangalore
O01245,C0519,2025-04-11,628.55,Fruits & Vegetables,Hyderabad
O01246,C0519,2025-01-03,649.61,Fruits & Vegetables,Hyderabad
O01247,C0519,2025-03-25,551.32,Fruits & Vegetables,Hyderabad
O01248,C0519,2025-02-16,590.94,Staples,Hyderabad
O01249,C0519,2025-01-02,608.49,Bakery,Hyderabad
O01250,C0520,2025-03-14,467.38,Dairy & Eggs,Hyderabad
O01251,C0520,2025-02-11,576.09,Dairy & Eggs,Hyderabad
O01252,C0520,2025-02-05,560.92,Bakery,Hyderabad
O01253,C0520,2025-01-01,617.7,Staples,Hyderabad
O01254,C0521,2025-01-16,695.2,Packaged Grocery,Bangalore
O01255,C0521,2025-01-10,532.91,Staples,Bangalore
O01256,C0521,2025-04-14,622.11,Fruits & Vegetables,Bangalore
O01257,C0521,2025-01-18,495.58,Fruits & Vegetables,Bangalore
O01258,C0521,2025-01-05,484.09,Beverages,Bangalore
O01259,C0522,2025-03-20,503.75,Beverages,Bangalore
O01260,C0522,2025-01-24,564.63,Dairy & Eggs,Bangalore
O01261,C0522,2025-02-05,526.83,Staples,Bangalore
O01262,C0522,2025-02-06,526.62,Bakery,Bangalore
O01263,C0522,2025-01-13,714.94,Packaged Grocery,Bangalore
O01264,C0522,2025-01-22,685.37,Bakery,Bangalore
O01265,C0522,2025-01-19,453.83,Dairy & Eggs,Bangalore
O01266,C0522,2025-01-07,365.92,Dairy & Eggs,Bangalore
O01267,C0523,2025-02-23,640.04,Packaged Grocery,Hyderabad
O01268,C0523,2024-12-26,432.57,Packaged Grocery,Hyderabad
O01269,C0523,2025-01-02,919.78,Packaged Grocery,Hyderabad
O01270,C0523,2025-02-27,591.34,Staples,Hyderabad
O01271,C0523,2025-03-10,453.15,Beverages,Hyderabad
O01272,C0524,2024-12-24,547.1,Staples,Bangalore
O01273,C0524,2025-03-20,496.05,Bakery,Bangalore
O01274,C0524,2025-04-21,681.47,Staples,Bangalore
O01275,C0524,2025-04-17,740.59,Beverages,Bangalore
O01276,C0525,2025-03-22,663.06,Packaged Grocery,Bangalore
O01277,C0525,2025-04-27,571.83,Staples,Bangalore
O01278,C0525,2025-01-14,555.25,Beverages,Bangalore
O01279,C0525,2025-02-15,730.4,Beverages,Bangalore
O01280,C0525,2025-04-10,690.58,Dairy & Eggs,Bangalore
O01281,C0526,2025-01-01,503.98,Packaged Grocery,Bangalore
O01282,C0526,2025-04-13,536.86,Beverages,Bangalore
O01283,C0526,2025-03-04,503.76,Fruits & Vegetables,Bangalore
O01284,C0526,2025-01-22,544.67,Packaged Grocery,Bangalore
O01285,C0526,2025-01-13,441.93,Staples,Bangalore
O01286,C0526,2025-01-25,595.21,Beverages,Bangalore
O01287,C0527,2025-02-03,554.18,Bakery,Bangalore
O01288,C0527,2025-04-07,630.98,Packaged Grocery,Bangalore
O01289,C0527,2025-03-04,313.87,Bakery,Bangalore
O01290,C0527,2025-02-23,635.07,Dairy & Eggs,Bangalore
O01291,C0527,2025-01-12,554.19,Staples,Bangalore
O01292,C0528,2025-02-17,463.92,Fruits & Vegetables,Bangalore
O01293,C0528,2025-03-16,513.83,Beverages,Bangalore
O01294,C0528,2025-01-26,563.04,Dairy & Eggs,Bangalore
O01295,C0528,2025-04-06,764.9,Bakery,Bangalore
O01296,C0528,2025-02-27,640.75,Beverages,Bangalore
O01297,C0528,2025-02-11,494.99,Packaged Grocery,Bangalore
O01298,C0529,2025-03-15,715.67,Fruits & Vegetables,Hyderabad
O01299,C0529,2025-02-16,657.44,Bakery,Hyderabad
O01300,C0529,2025-03-25,701.9,Staples,Hyderabad
O01301,C0529,2025-04-11,652.17,Dairy & Eggs,Hyderabad
O01302,C0529,2025-02-25,450.7,Staples,Hyderabad
O01303,C0530,2025-01-16,491.64,Packaged Grocery,Bangalore
O01304,C0530,2025-01-11,566.43,Bakery,Bangalore
O01305,C0530,2025-03-10,517.33,Fruits & Vegetables,Bangalore
O01306,C0530,2025-01-25,435.83,Bakery,Bangalore
O01307,C0530,2025-02-25,528.31,Packaged Grocery,Bangalore
O01308,C0531,2025-03-14,308.21,Bakery,Bangalore
O01309,C0531,2025-02-07,336.65,Dairy & Eggs,Bangalore
O01310,C0531,2025-03-02,792.82,Dairy & Eggs,Bangalore
O01311,C0531,2025-01-30,641.65,Packaged Grocery,Bangalore
O01312,C0531,2025-04-08,591.41,Fruits & Vegetables,Bangalore
O01313,C0531,2025-01-23,345.39,Fruits & Vegetables,Bangalore
O01314,C0532,2025-03-11,472.56,Fruits & Vegetables,Bangalore
O01315,C0532,2025-03-04,559.84,Bakery,Bangalore
O01316,C0532,2025-02-15,525.31,Fruits & Vegetables,Bangalore
O01317,C0532,2025-03-05,617.99,Dairy & Eggs,Bangalore
O01318,C0532,2025-02-06,724.21,Beverages,Bangalore
O01319,C0532,2025-01-10,572.5,Staples,Bangalore
O01320,C0532,2025-03-29,717.64,Staples,Bangalore
O01321,C0532,2025-01-17,522.68,Staples,Bangalore
O01322,C0533,2025-04-20,535.09,Beverages,Bangalore
O01323,C0533,2025-03-24,786.93,Fruits & Vegetables,Bangalore
O01324,C0533,2025-02-27,571.25,Bakery,Bangalore
O01325,C0533,2025-02-02,567.17,Packaged Grocery,Bangalore
O01326,C0534,2025-03-01,608.85,Dairy & Eggs,Hyderabad
O01327,C0534,2025-03-02,391.54,Packaged Grocery,Hyderabad
O01328,C0534,2025-02-16,569.88,Beverages,Hyderabad
O01329,C0534,2025-02-10,648.0,Bakery,Hyderabad
O01330,C0534,2025-02-07,621.98,Staples,Hyderabad
O01331,C0534,2025-04-17,842.82,Packaged Grocery,Hyderabad
O01332,C0534,2025-03-08,647.05,Bakery,Hyderabad
O01333,C0534,2025-02-28,579.19,Staples,Hyderabad
O01334,C0535,2025-03-12,608.74,Beverages,Hyderabad
O01335,C0535,2025-03-15,910.78,Fruits & Vegetables,Hyderabad
O01336,C0535,2025-01-29,574.27,Fruits & Vegetables,Hyderabad
O01337,C0535,2024-12-20,698.62,Beverages,Hyderabad
O01338,C0535,2025-03-15,596.77,Bakery,Hyderabad
O01339,C0536,2025-03-01,400.87,Staples,Bangalore
O01340,C0536,2025-01-21,556.55,Dairy & Eggs,Bangalore
O01341,C0536,2025-02-24,584.18,Packaged Grocery,Bangalore
O01342,C0536,2024-12-23,648.97,Beverages,Bangalore
O01343,C0536,2025-03-07,519.43,Staples,Bangalore
O01344,C0536,2025-04-01,600.03,Beverages,Bangalore
O01345,C0536,2025-02-08,547.51,Dairy & Eggs,Bangalore
O01346,C0537,2024-12-24,516.03,Dairy & Eggs,Hyderabad
O01347,C0537,2025-01-25,570.36,Beverages,Hyderabad
O01348,C0537,2024-12-22,604.56,Beverages,Hyderabad
O01349,C0537,2025-01-16,617.67,Fruits & Vegetables,Hyderabad
O01350,C0537,2025-03-26,478.24,Staples,Hyderabad
O01351,C0538,2025-03-02,514.68,Staples,Bangalore
O01352,C0538,2024-12-25,767.5,Staples,Bangalore
O01353,C0538,2025-03-19,624.74,Dairy & Eggs,Bangalore
O01354,C0538,2025-03-31,643.2,Fruits & Vegetables,Bangalore
O01355,C0538,2025-01-16,745.59,Beverages,Bangalore
O01356,C0538,2025-02-10,565.35,Beverages,Bangalore
O01357,C0538,2025-03-25,508.5,Fruits & Vegetables,Bangalore
O01358,C0538,2025-03-09,530.51,Fruits & Vegetables,Bangalore
O01359,C0539,2025-01-25,577.61,Packaged Grocery,Hyderabad
O01360,C0539,2025-03-26,663.53,Dairy & Eggs,Hyderabad
O01361,C0539,2025-03-29,468.21,Dairy & Eggs,Hyderabad
O01362,C0539,2025-03-21,779.92,Fruits & Vegetables,Hyderabad
O01363,C0540,2025-01-21,541.67,Dairy & Eggs,Hyderabad
O01364,C0540,2025-04-18,508.87,Dairy & Eggs,Hyderabad
O01365,C0540,2024-12-29,703.89,Beverages,Hyderabad
O01366,C0540,2025-02-23,543.75,Staples,Hyderabad
O01367,C0540,2025-03-16,748.0,Bakery,Hyderabad
O01368,C0540,2025-03-06,393.67,Fruits & Vegetables,Hyderabad
O01369,C0541,2025-02-04,732.3,Beverages,Hyderabad
O01370,C0541,2025-02-09,337.98,Fruits & Vegetables,Hyderabad
O01371,C0541,2025-02-11,541.31,Fruits & Vegetables,Hyderabad
O01372,C0541,2025-02-20,342.93,Dairy & Eggs,Hyderabad
O01373,C0541,2025-02-11,645.82,Beverages,Hyderabad
O01374,C0542,2025-01-27,609.0,Fruits & Vegetables,Hyderabad
O01375,C0542,2025-03-24,549.07,Packaged Grocery,Hyderabad
O01376,C0542,2025-01-08,696.88,Packaged Grocery,Hyderabad
O01377,C0542,2025-02-17,630.21,Fruits & Vegetables,Hyderabad
O01378,C0542,2025-01-19,666.73,Beverages,Hyderabad
O01379,C0542,2024-12-23,721.51,Bakery,Hyderabad
O01380,C0542,2025-04-06,756.04,Staples,Hyderabad
O01381,C0543,2025-02-08,301.74,Dairy & Eggs,Bangalore
O01382,C0543,2025-02-27,467.51,Dairy & Eggs,Bangalore
O01383,C0543,2025-02-19,647.91,Beverages,Bangalore
O01384,C0543,2024-12-25,561.25,Bakery,Bangalore
O01385,C0543,2025-04-07,501.61,Packaged Grocery,Bangalore
O01386,C0543,2025-03-08,486.31,Dairy & Eggs,Bangalore
O01387,C0544,2025-01-28,471.76,Beverages,Bangalore
O01388,C0544,2025-01-28,615.62,Bakery,Bangalore
O01389,C0544,2025-01-25,616.66,Dairy & Eggs,Bangalore
O01390,C0545,2025-04-18,610.31,Beverages,Hyderabad
O01391,C0545,2025-01-02,317.02,Staples,Hyderabad
O01392,C0545,2025-01-03,722.05,Dairy & Eggs,Hyderabad
O01393,C0545,2025-01-15,775.75,Staples,Hyderabad
O01394,C0546,2025-03-17,761.45,Staples,Bangalore
O01395,C0546,2025-03-30,627.13,Dairy & Eggs,Bangalore
O01396,C0546,2025-04-22,622.91,Beverages,Bangalore
O01397,C0546,2025-01-15,577.4,Bakery,Bangalore
O01398,C0546,2025-02-12,712.92,Fruits & Vegetables,Bangalore
O01399,C0547,2025-03-01,752.34,Bakery,Hyderabad
O01400,C0547,2025-04-12,568.91,Beverages,Hyderabad
O01401,C0547,2025-03-18,571.81,Beverages,Hyderabad
O01402,C0547,2025-02-01,370.35,Fruits & Vegetables,Hyderabad
O01403,C0547,2025-03-30,500.71,Dairy & Eggs,Hyderabad
O01404,C0547,2025-04-15,561.26,Fruits & Vegetables,Hyderabad
O01405,C0548,2025-04-22,876.21,Dairy & Eggs,Hyderabad
O01406,C0548,2025-02-01,821.58,Packaged Grocery,Hyderabad
O01407,C0548,2025-02-09,481.16,Beverages,Hyderabad
O01408,C0548,2025-01-18,422.23,Beverages,Hyderabad
O01409,C0548,2025-04-06,775.16,Packaged Grocery,Hyderabad
O01410,C0549,2025-03-10,466.85,Fruits & Vegetables,Bangalore
O01411,C0549,2025-01-10,809.8,Bakery,Bangalore
O01412,C0549,2024-12-31,485.09,Dairy & Eggs,Bangalore
O01413,C0549,2025-04-02,548.85,Staples,Bangalore
O01414,C0549,2024-12-28,557.56,Beverages,Bangalore
O01415,C0550,2025-02-07,725.88,Staples,Bangalore
O01416,C0550,2025-02-18,635.84,Fruits & Vegetables,Bangalore
O01417,C0550,2025-02-24,553.48,Staples,Bangalore
O01418,C0550,2025-03-21,418.66,Bakery,Bangalore
O01419,C0550,2025-02-08,633.65,Beverages,Bangalore
O01420,C0550,2025-02-06,503.97,Packaged Grocery,Bangalore
O01421,C0550,2024-12-29,685.85,Beverages,Bangalore
O01422,C0551,2025-03-25,645.03,Packaged Grocery,Hyderabad
O01423,C0551,2025-03-24,521.69,Fruits & Vegetables,Hyderabad
O01424,C0551,2025-04-02,746.27,Fruits & Vegetables,Hyderabad
O01425,C0551,2025-01-13,605.25,Dairy & Eggs,Hyderabad
O01426,C0551,2025-01-05,487.0,Fruits & Vegetables,Hyderabad
O01427,C0551,2025-03-06,497.69,Packaged Grocery,Hyderabad
O01428,C0551,2025-02-05,608.6,Staples,Hyderabad
O01429,C0552,2025-03-24,605.72,Beverages,Bangalore
O01430,C0552,2025-02-14,480.34,Packaged Grocery,Bangalore
O01431,C0552,2025-01-17,762.47,Packaged Grocery,Bangalore
O01432,C0552,2025-03-06,587.03,Staples,Bangalore
O01433,C0552,2025-02-12,558.24,Dairy & Eggs,Bangalore
O01434,C0553,2025-03-04,701.03,Bakery,Bangalore
O01435,C0553,2025-01-04,515.7,Fruits & Vegetables,Bangalore
O01436,C0553,2025-01-24,625.87,Bakery,Bangalore
O01437,C0553,2024-12-23,632.53,Beverages,Bangalore
O01438,C0553,2024-12-23,472.94,Bakery,Bangalore
O01439,C0554,2025-02-12,563.63,Beverages,Bangalore
O01440,C0554,2025-04-23,476.8,Dairy & Eggs,Bangalore
O01441,C0554,2025-02-11,495.17,Packaged Grocery,Bangalore
O01442,C0554,2025-04-17,382.29,Dairy & Eggs,Bangalore
O01443,C0554,2025-03-21,638.95,Bakery,Bangalore
O01444,C0554,2025-02-04,488.05,Beverages,Bangalore
O01445,C0554,2025-01-08,662.48,Dairy & Eggs,Bangalore
O01446,C0555,2024-12-30,568.01,Bakery,Bangalore
O01447,C0555,2025-04-07,607.96,Bakery,Bangalore
O01448,C0555,2024-12-27,590.21,Packaged Grocery,Bangalore
O01449,C0555,2025-03-22,711.2,Beverages,Bangalore
O01450,C0555,2025-03-11,632.74,Fruits & Vegetables,Bangalore
O01451,C0555,2025-01-09,683.53,Dairy & Eggs,Bangalore
O01452,C0555,2024-12-23,699.06,Bakery,Bangalore
O01453,C0556,2024-12-27,337.12,Packaged Grocery,Bangalore
O01454,C0556,2025-01-15,605.31,Packaged Grocery,Bangalore
O01455,C0556,2025-04-06,586.66,Beverages,Bangalore
O01456,C0556,2025-01-28,525.83,Dairy & Eggs,Bangalore
O01457,C0556,2025-03-29,558.83,Staples,Bangalore
O01458,C0556,2025-01-04,448.61,Beverages,Bangalore
O01459,C0557,2025-01-30,613.4,Fruits & Vegetables,Bangalore
O01460,C0557,2025-03-05,543.91,Beverages,Bangalore
O01461,C0557,2025-01-08,587.62,Staples,Bangalore
O01462,C0557,2025-01-11,519.73,Packaged Grocery,Bangalore
O01463,C0557,2025-01-25,725.55,Dairy & Eggs,Bangalore
O01464,C0558,2025-01-16,670.35,Bakery,Hyderabad
O01465,C0558,2025-01-29,630.43,Packaged Grocery,Hyderabad
O01466,C0558,2025-04-10,625.98,Fruits & Vegetables,Hyderabad
O01467,C0558,2025-02-04,528.1,Beverages,Hyderabad
O01468,C0558,2025-03-11,559.59,Beverages,Hyderabad
O01469,C0558,2025-03-15,542.08,Packaged Grocery,Hyderabad
O01470,C0559,2025-03-20,497.35,Bakery,Bangalore
O01471,C0559,2025-04-22,508.72,Dairy & Eggs,Bangalore
O01472,C0559,2025-04-25,403.0,Fruits & Vegetables,Bangalore
O01473,C0559,2025-03-10,612.92,Fruits & Vegetables,Bangalore
O01474,C0559,2025-04-17,512.54,Beverages,Bangalore
O01475,C0559,2025-01-04,613.59,Beverages,Bangalore
O01476,C0559,2025-02-07,675.88,Beverages,Bangalore
O01477,C0559,2025-03-14,420.56,Packaged Grocery,Bangalore
O01478,C0560,2025-04-11,405.94,Bakery,Hyderabad
O01479,C0560,2025-02-08,728.57,Staples,Hyderabad
O01480,C0560,2025-02-21,741.83,Fruits & Vegetables,Hyderabad
O01481,C0560,2025-02-22,516.08,Bakery,Hyderabad
O01482,C0560,2025-02-20,740.29,Dairy & Eggs,Hyderabad
O01483,C0561,2025-03-05,452.64,Dairy & Eggs,Bangalore
O01484,C0561,2025-01-25,673.27,Packaged Grocery,Bangalore
O01485,C0561,2025-02-25,526.62,Bakery,Bangalore
O01486,C0561,2025-04-21,633.85,Bakery,Bangalore
O01487,C0561,2025-02-24,603.45,Dairy & Eggs,Bangalore
O01488,C0561,2025-03-19,598.38,Dairy & Eggs,Bangalore
O01489,C0561,2025-02-18,417.6,Fruits & Vegetables,Bangalore
O01490,C0562,2025-04-10,478.0,Packaged Grocery,Hyderabad
O01491,C0562,2025-02-10,424.44,Dairy & Eggs,Hyderabad
O01492,C0562,2025-01-30,618.93,Dairy & Eggs,Hyderabad
O01493,C0562,2025-02-08,654.5,Fruits & Vegetables,Hyderabad
O01494,C0562,2025-03-07,695.82,Dairy & Eggs,Hyderabad
O01495,C0562,2025-01-05,536.12,Bakery,Hyderabad
O01496,C0563,2025-03-19,662.99,Staples,Hyderabad
O01497,C0563,2024-12-20,738.14,Staples,Hyderabad
O01498,C0563,2025-02-04,610.66,Beverages,Hyderabad
O01499,C0563,2025-02-18,529.44,Packaged Grocery,Hyderabad
O01500,C0564,2025-02-11,848.12,Fruits & Vegetables,Bangalore
